cluster,davies_bouldin_score,dose
2,3.115931182465717,all_threshold
3,4.039302856733673,all_threshold
4,3.6970687283003567,all_threshold
5,3.2032406192843013,all_threshold
6,2.917137927750931,all_threshold
7,2.9210866173092427,all_threshold
8,3.3061209539618277,all_threshold
9,2.6935873790817535,all_threshold
10,2.65325917922556,all_threshold
11,2.689712166626138,all_threshold
12,3.2241451761232676,all_threshold
13,3.027345087725415,all_threshold
14,3.064924847465708,all_threshold
15,3.354408874744256,all_threshold
16,3.273779118011517,all_threshold
17,2.800365692973453,all_threshold
18,2.76134913625833,all_threshold
19,3.0473028361515744,all_threshold
20,3.1061744626563517,all_threshold
21,3.3815738949578713,all_threshold
22,3.5245194443337535,all_threshold
23,2.956234196978375,all_threshold
24,2.9031516799657027,all_threshold
25,3.236484915364085,all_threshold
26,3.081871784731575,all_threshold
27,3.0532197046765215,all_threshold
28,3.5177065119730413,all_threshold
29,3.5029197906285776,all_threshold
30,3.274640363444258,all_threshold
31,3.274768438874777,all_threshold
32,2.9945028797247746,all_threshold
33,3.259013425091604,all_threshold
34,3.5289177224696355,all_threshold
35,3.290731140304225,all_threshold
36,3.3602370311866157,all_threshold
37,3.3283466182018375,all_threshold
38,3.130585405902334,all_threshold
39,3.2373742389921176,all_threshold
40,2.948185661876627,all_threshold
