cpd	dose	landmark_genes	moa	MAS	TAS	gene_symbol
17-hydroxyprogesterone-caproate	6	205039_s_at	Progesterone receptor agonist	0.7096769021439043	0.1851197046186552	IKZF1
17-hydroxyprogesterone-caproate	6	207515_s_at	Progesterone receptor agonist	0.7096769021439043	0.1851197046186552	POLR1C
17-hydroxyprogesterone-caproate	6	208763_s_at	Progesterone receptor agonist	0.7096769021439043	0.1851197046186552	TSC22D3
17-hydroxyprogesterone-caproate	6	201761_at	Progesterone receptor agonist	0.7096769021439043	0.1851197046186552	MTHFD2
17-hydroxyprogesterone-caproate	6	201000_at	Progesterone receptor agonist	0.7096769021439043	0.1851197046186552	AARS
17-hydroxyprogesterone-caproate	6	201849_at	Progesterone receptor agonist	0.7096769021439043	0.1851197046186552	BNIP3
17-hydroxyprogesterone-caproate	6	202847_at	Progesterone receptor agonist	0.7096769021439043	0.1851197046186552	PCK2
17-hydroxyprogesterone-caproate	6	211729_x_at	Progesterone receptor agonist	0.7096769021439043	0.1851197046186552	BLVRA
17-hydroxyprogesterone-caproate	6	201397_at	Progesterone receptor agonist	0.7096769021439043	0.1851197046186552	PHGDH
17-hydroxyprogesterone-caproate	6	209161_at	Progesterone receptor agonist	0.7096769021439043	0.1851197046186552	PRPF4
17-hydroxyprogesterone-caproate	6	204549_at	Progesterone receptor agonist	0.7096769021439043	0.1851197046186552	IKBKE
17-hydroxyprogesterone-caproate	6	202889_x_at	Progesterone receptor agonist	0.7096769021439043	0.1851197046186552	MAP7
17-hydroxyprogesterone-caproate	6	217168_s_at	Progesterone receptor agonist	0.7096769021439043	0.1851197046186552	HERPUD1
17-hydroxyprogesterone-caproate	6	217995_at	Progesterone receptor agonist	0.7096769021439043	0.1851197046186552	SQRDL
AZ-628	5	204748_at	RAF inhibitor	0.7106527836427675	0.11445171800253046	PTGS2
AZ-628	5	200791_s_at	RAF inhibitor	0.7106527836427675	0.11445171800253046	IQGAP1
AZ-628	5	202006_at	RAF inhibitor	0.7106527836427675	0.11445171800253046	PTPN12
AZ-628	5	202368_s_at	RAF inhibitor	0.7106527836427675	0.11445171800253046	TRAM2
AZ-628	5	202388_at	RAF inhibitor	0.7106527836427675	0.11445171800253046	RGS2
AZ-628	5	218093_s_at	RAF inhibitor	0.7106527836427675	0.11445171800253046	ANKRD10
AZ-628	6	201841_s_at	RAF inhibitor	0.7262624211136426	0.2087273168947156	HSPB1
AZ-628	6	204748_at	RAF inhibitor	0.7262624211136426	0.2087273168947156	PTGS2
AZ-628	6	203665_at	RAF inhibitor	0.7262624211136426	0.2087273168947156	HMOX1
AZ-628	6	204420_at	RAF inhibitor	0.7262624211136426	0.2087273168947156	FOSL1
AZ-628	6	208687_x_at	RAF inhibitor	0.7262624211136426	0.2087273168947156	HSPA8
AZ-628	6	208891_at	RAF inhibitor	0.7262624211136426	0.2087273168947156	DUSP6
AZ-628	6	210986_s_at	RAF inhibitor	0.7262624211136426	0.2087273168947156	TPM1
AZ-628	6	215116_s_at	RAF inhibitor	0.7262624211136426	0.2087273168947156	DNM1
AZ-628	6	208398_s_at	RAF inhibitor	0.7262624211136426	0.2087273168947156	TBPL1
AZ-628	6	203919_at	RAF inhibitor	0.7262624211136426	0.2087273168947156	TCEA2
AZ-628	6	201761_at	RAF inhibitor	0.7262624211136426	0.2087273168947156	MTHFD2
AZ-628	6	202087_s_at	RAF inhibitor	0.7262624211136426	0.2087273168947156	CTSL1
AZ-628	6	202733_at	RAF inhibitor	0.7262624211136426	0.2087273168947156	P4HA2
AZ-628	6	201432_at	RAF inhibitor	0.7262624211136426	0.2087273168947156	CAT
AZ-628	6	202388_at	RAF inhibitor	0.7262624211136426	0.2087273168947156	RGS2
AZ-628	6	219581_at	RAF inhibitor	0.7262624211136426	0.2087273168947156	TSEN2
AZ-628	6	210788_s_at	RAF inhibitor	0.7262624211136426	0.2087273168947156	DHRS7
AZ-628	6	212723_at	RAF inhibitor	0.7262624211136426	0.2087273168947156	JMJD6
AZ-628	6	200887_s_at	RAF inhibitor	0.7262624211136426	0.2087273168947156	STAT1
AZ-628	6	209806_at	RAF inhibitor	0.7262624211136426	0.2087273168947156	HIST1H2BK
AZ-628	6	212070_at	RAF inhibitor	0.7262624211136426	0.2087273168947156	GPR56
AZ-628	6	202761_s_at	RAF inhibitor	0.7262624211136426	0.2087273168947156	SYNE2
AZ-628	6	218175_at	RAF inhibitor	0.7262624211136426	0.2087273168947156	CCDC92
AZ-628	6	216321_s_at	RAF inhibitor	0.7262624211136426	0.2087273168947156	NR3C1
