cpd,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,no_of_replicates
17-hydroxyprogesterone-caproate,0.07336967610214175,0.06499946851413779,0.022397965767739843,0.1491511832625395,0.0316559187791575,0.22688786602536387,3
2-iminobiotin,0.08543360802519474,0.19671786170603084,0.01282808267290353,0.005784347627256425,0.04647745427066635,0.1286503556395416,2
3-amino-benzamide,0.011228047120457857,-0.00029330212364477633,0.052258531081572135,0.013569461103517531,-0.013665265221989718,0.021126215192497577,3
3-deazaadenosine,0.06882171363599437,0.0018703937805060896,0.04523953741344738,0.2041471393474589,0.06148280430354481,0.049968225258282976,2
ABT-737,0.025780405827204637,0.010464707613657151,-0.007461701723604381,-0.005342242052404862,0.006451800350585974,0.11099959892318874,3
AICA-ribonucleotide,0.003927587776649575,0.030120366348348502,0.017286688155811927,-0.004123438782277614,0.054307505879702636,0.0576774939783024,3
AKT-inhibitor-1-2,0.06374079658064018,0.09923266335433645,0.0805336922578342,0.07830258088783296,0.06966662919883099,0.054750504592824024,3
ALX-5407,0.01728625780248182,0.009509204616581154,0.03434209636369514,-0.02020826426292299,0.029119867863520693,0.04678163429519532,3
AS-605240,-0.08827352501421885,0.042610929163965756,-0.07293316748406344,-0.08908020710185059,0.052919065325139424,0.05799648651476668,2
AT-7519,0.09031959287296627,0.0006380811152696369,0.039465094435143386,0.23613147838463366,0.7993595759489366,0.8402820852139733,3
AZ-628,0.047356391070443885,0.03317783899091791,0.028670453791245706,0.019080188143801028,0.03848007086302517,0.16073190550646912,3
AZD-5438,0.05794894805406585,0.11544201562905007,0.1651306654120905,0.2028076213556017,0.42161627312436756,0.6765569925786192,3
AZD-8330,0.27668925593795435,0.37548831212849204,0.3790574715767448,0.3465357723482821,0.34208855928828846,0.3030384812400981,3
BAY-K8644,0.04926794216065625,0.2112781228677661,0.08162164781687373,0.031034683592113654,0.13689048771680057,0.2997013468985271,3
BI-2536,0.2921807297899254,0.4203360156320633,0.3958310006437151,0.36515550201343244,0.5232393052029194,0.4044642148959634,3
BIBX-1382,0.10321420176562175,0.08882417093456785,0.1215215359777769,0.10333230130950583,0.10523112083145572,0.04750407262521787,3
BIIB021,0.1947394487055648,0.3403313409558971,0.4982153495619022,0.6849586317114129,0.5566665183897246,0.7198250989067874,3
BMS-299897,0.018540813871987104,0.0492474353717317,0.007883690296910363,0.01909146047990032,0.0433020280786005,0.028766092786885564,4
BMS-777607,0.04314366800985428,0.007643885399965331,0.02799204858069128,0.017326439535024288,0.019417272224584597,0.06784761376556477,3
BMY-14802,0.11118649461638744,0.11327551712763034,0.11767512915865476,0.10602050223946444,0.06303149812704754,0.034394985825816154,3
CGS-20625,0.00792931894166489,0.12323936005010508,0.03819478550157686,0.07619348655147651,0.10617270236344549,0.1205532231972053,3
CI-966,0.04119438391832759,-0.01570516238886024,0.07078105858706618,0.08224265329923534,0.004991964437603297,0.022678314247822705,3
CI-976,-0.022480050811968404,0.07100450509423042,0.046114786391788544,0.07452632743450766,0.03372246625564191,0.20547233282967836,2
CL-218872,0.15148387220790469,0.106497052735622,0.09192936277414634,0.1596163961231136,0.03464131563120321,0.10904039524458034,3
CP-724714,0.007648476052888697,0.046449132694688144,-0.0034361100986406985,0.09681722201646094,0.0913915666549175,0.06069409898739764,3
CYT-997,0.0849998953945081,0.44313955324548526,0.48182567463832127,0.46255600818161485,0.5688916594459535,0.5164406630841181,3
CYT387,0.11937821479113915,0.04329957561080366,0.013379863692450587,0.13243737137942896,0.05935318480423298,0.15746993896397785,3
D-4476,0.012786863252561766,0.0520024431060295,0.037553062041783256,0.03156978513689497,0.083529712171401,0.19910242829804417,3
DMP-543,0.10830643721848514,0.16644254817837656,0.096439769229583,0.1077239935020585,0.07023842000216526,0.1759475450771748,3
ENMD-2076,0.0217012754445519,-0.019799256036907555,0.09058284404866906,0.0501985070127438,0.35544107545946657,0.5558609411259487,3
EX-527,0.06508627460008891,0.18815224052333013,0.14539406185105622,0.036457721223111896,0.03727906642339653,0.10225292138756009,3
FK-888,0.02637758218356873,0.014933801204476852,0.055623686589931644,-0.02919384837590193,0.05021427195345927,0.09287901256590318,3
FPL-55712,0.12554701344502628,0.17702956718496723,0.10467170631077867,0.18238463150211606,-0.0006685575258157962,0.07871528813106965,3
GSK-461364,0.12378159346371781,0.12948168995477186,0.09167248194148195,0.08836014809504555,0.08473168121487169,0.13756544157211636,3
