cpd,dose,replicate_correlation,signature_strength,TAS
17-hydroxyprogesterone-caproate,0.04 uM,0.0247377787403811,263.0,0.08156217476547982
2-iminobiotin,0.04 uM,-0.1336928289413418,242.33333333333334,0.0
3-amino-benzamide,0.04 uM,0.0519586761867222,206.33333333333334,0.1046994278758941
3-deazaadenosine,0.04 uM,0.0659666117923542,121.0,0.09034109430327343
ABT-737,0.04 uM,0.0164002132595416,179.66666666666666,0.05488947482709021
AICA-ribonucleotide,0.04 uM,-0.0097029297259543,172.66666666666666,0.0
AKT-inhibitor-1-2,0.04 uM,-0.008654956200501,199.0,0.0
ALX-5407,0.04 uM,0.0684337025662117,184.0,0.11346828819341967
AS-605240,0.04 uM,-0.2066716830155248,376.6666666666667,0.0
AT-7519,0.04 uM,0.1239178646134618,217.0,0.16581636867256452
AZ-628,0.04 uM,0.076118639609442,234.66666666666666,0.1351455605037557
AZD-5438,0.04 uM,0.258015075055793,180.33333333333334,0.21811780492480687
AZD-8330,0.04 uM,0.2897633971868607,445.6666666666667,0.36337698000481655
BAY-K8644,0.04 uM,-0.0106631010663843,168.0,0.0
BI-2536,0.04 uM,0.3680310617495588,443.3333333333333,0.4084491560317199
BIBX-1382,0.04 uM,0.059229723247051,304.0,0.1356866799643124
BIIB021,0.04 uM,0.184281214409986,382.6666666666667,0.26852295764185735
BMS-299897,0.04 uM,0.1014269358419672,216.25,0.14975636272189105
BMS-777607,0.04 uM,0.094687833914864,211.66666666666666,0.1431541355397501
BMY-14802,0.04 uM,0.1619300022865957,335.0,0.23551395038116246
CGS-20625,0.04 uM,0.145272597909234,147.33333333333334,0.14793567970304844
CI-966,0.04 uM,0.0218951567850516,216.66666666666666,0.06964671760220967
CI-976,0.04 uM,-0.0579090979783934,121.0,0.0
CL-218872,0.04 uM,0.0376855443446488,157.33333333333334,0.07786249947414146
CP-724714,0.04 uM,0.0123980540963137,151.33333333333334,0.04380005291340311
CYT-997,0.04 uM,0.0330037470961091,248.66666666666666,0.09160538076539464
CYT387,0.04 uM,0.0640933809032991,193.33333333333334,0.11256167123367537
D-4476,0.04 uM,0.0613559725080349,161.0,0.10050135860568536
DMP-543,0.04 uM,0.0459062078627321,166.33333333333334,0.08836004481630699
ENMD-2076,0.04 uM,0.0609091765557257,207.0,0.1135421489040331
EX-527,0.04 uM,0.0938510891677506,184.33333333333334,0.1330001618433728
FK-888,0.04 uM,0.0836347408538489,200.33333333333334,0.1308882131954517
FPL-55712,0.04 uM,0.0288883576061239,213.33333333333334,0.07938187596509673
GSK-461364,0.04 uM,0.0989295360695393,314.0,0.1782207975655569
IKK-2-inhibitor-V,0.04 uM,-0.0823655121888853,114.0,0.0
JNJ-26854165,0.04 uM,0.6118164452032937,465.3333333333333,0.5395394781678494
JNJ-38877605,0.04 uM,-0.0352528648942382,248.5,0.0
JTC-801,0.04 uM,-0.0137060235274319,344.3333333333333,0.0
JTE-907,0.04 uM,0.0282410255033551,191.66666666666666,0.07439506012387354
L-690330,0.04 uM,0.1376860947350318,190.33333333333334,0.16369410522822764
MDL-73005EF,0.04 uM,-0.1117093543995031,263.3333333333333,0.0
MK-1775,0.04 uM,0.1624619912475794,301.3333333333333,0.22373300020557005
MK-2206,0.04 uM,0.1415272922437948,286.6666666666667,0.20367572443925833
MLN-2238,0.04 uM,0.0603578962216751,266.5,0.12824670811449673
MLN-4924,0.04 uM,0.2039341197796972,265.3333333333333,0.23521847256961328
MLN-8054,0.04 uM,0.0858660864947464,198.33333333333334,0.13195907509446508
NF-449,0.04 uM,0.0597622129670619,206.33333333333334,0.11228677411419306
NVP-BEZ235,0.04 uM,0.0717103059860544,186.33333333333334,0.11688711431801997
PCA-4248,0.04 uM,0.0477316261177316,197.0,0.09805433547118886
PD-0325901,0.04 uM,0.3757405110257215,321.5,0.3514512336392542
PD-184352,0.04 uM,0.0352311271897236,168.33333333333334,0.07787156510090591
PF-04217903,0.04 uM,0.1753455223616624,192.0,0.1855361442731238
PF-562271,0.04 uM,0.0447476579593424,219.33333333333334,0.10017700581445484
PHA-793887,0.04 uM,0.0973167463050442,189.66666666666666,0.13737884747165952
PK-11195,0.04 uM,0.0525243503840723,275.6666666666667,0.1216754734852601
PX-12,0.04 uM,0.0119719094978131,242.0,0.054427698222639306
RHO-kinase-inhibitor-III[rockout],0.04 uM,0.5814140610703135,317.5,0.4344554031556161
SCH-28080,0.04 uM,0.0108920559967299,133.33333333333334,0.038534956548219035
SR-27897,0.04 uM,0.0546223614105074,253.0,0.11887104179557273
SR-57227A,0.04 uM,0.0539027295177021,256.6666666666667,0.1189380151223782
TAK-715,0.04 uM,-0.2088982735782489,293.0,0.0
TG100-115,0.04 uM,0.0332279431363194,225.33333333333334,0.08749737470041914
THM-I-94,0.04 uM,0.0740812279607216,211.33333333333334,0.1265227609613142
TTNPB,0.04 uM,0.1555775076717971,237.33333333333334,0.19430471843676161
XL-147,0.04 uM,-0.0137284548553289,182.66666666666666,0.0
Y-26763,0.04 uM,0.1243029431306824,261.6666666666667,0.182366674794282
Y-27152,0.04 uM,0.0315829177652602,233.33333333333334,0.08680506967468964
Y-27632,0.04 uM,0.0887075907798033,323.0,0.17116392070886294
Y-39983,0.04 uM,0.0257610544151038,175.33333333333334,0.06795863306872847
ZD-7288,0.04 uM,0.0531758258315069,358.3333333333333,0.13958260494132194
ZK-93423,0.04 uM,-0.0227669652725508,244.33333333333334,0.0
ZK-93426,0.04 uM,-0.0187949314722522,356.0,0.0
abacavir,0.04 uM,0.0434266262886201,186.33333333333334,0.09096072115606066
abiraterone-acetate,0.04 uM,0.0255615831216008,208.33333333333334,0.07379107339150251
abt-202,0.04 uM,-0.0080625737437901,161.66666666666666,0.0
abt-239,0.04 uM,0.0851261833181408,171.0,0.12200010621958095
abt-724,0.04 uM,0.0237496030262275,330.6666666666667,0.0896094803274717
acarbose,0.04 uM,-0.0223532002863004,243.0,0.0
acebutolol,0.04 uM,0.1161719032155775,134.0,0.12616344055634218
acecainide,0.04 uM,0.0286173740236131,169.0,0.070321611536356
acenocoumarol,0.04 uM,0.0801848748128682,227.0,0.13642367013659668
acetazolamide,0.04 uM,-0.082417055685879,276.0,0.0
acetylcysteine,0.04 uM,0.065729023988702,185.66666666666666,0.1117059058147845
acexamic-acid,0.04 uM,0.2279612312442491,243.0,0.23799301254618874
acifran,0.04 uM,0.1155270320927008,211.66666666666666,0.15812430005165287
acipimox,0.04 uM,-0.1396555201272302,246.0,0.0
acivicin,0.04 uM,0.1454705993608069,200.0,0.17247779227002205
aclidinium,0.04 uM,0.1489062688366035,169.0,0.16040962210666432
acrivastine,0.04 uM,0.0700037413663422,187.66666666666666,0.11590035560719439
actarit,0.04 uM,0.0380938401393533,146.33333333333334,0.07549698058033273
acy-1215,0.04 uM,0.1730042752614286,143.5,0.15932537189943943
adapalene,0.04 uM,0.0371936828196423,233.66666666666666,0.09426783778585965
adarotene,0.04 uM,-0.0788284121417122,238.33333333333334,0.0
adatanserin,0.04 uM,0.1103470393360122,173.66666666666666,0.13998101864466606
adenosine,0.04 uM,0.0157652582308727,288.5,0.06819523428472132
adoprazine,0.04 uM,0.0926188986354522,217.33333333333334,0.14346420276342434
afatinib,0.04 uM,0.0626189651622672,207.66666666666666,0.11530998394815106
afloqualone,0.04 uM,-0.0529591986951627,216.0,0.0
agi-5198,0.04 uM,0.0104094344651806,185.0,0.044374145644685
agi-6780,0.04 uM,0.0357067191856552,174.0,0.07970400981299462
agomelatine,0.04 uM,0.0329426878091965,154.33333333333334,0.07210077884016614
agp-103,0.04 uM,0.0404774995825209,174.33333333333334,0.08494300643820067
alaproclate,0.04 uM,0.0715287862860056,138.0,0.10046401805518333
albendazole,0.04 uM,0.1904415272378058,307.0,0.24450097097512208
alectinib,0.04 uM,0.1140779890216118,174.66666666666666,0.1427369843805834
alisertib,0.04 uM,0.2150616548634348,140.5,0.17577221533960138
aliskiren,0.04 uM,0.1037656194135063,169.66666666666666,0.13417004883576888
alizapride,0.04 uM,0.1197968494622848,297.0,0.19073548394755005
allopurinol,0.04 uM,0.0662007473346589,208.66666666666666,0.11884709151992698
almitrine,0.04 uM,0.1416279717092324,221.0,0.1788962459576232
almorexant,0.04 uM,-0.0252761943796116,301.6666666666667,0.0
altanserin,0.04 uM,0.0099490416375144,329.0,0.057852102339804486
altrenogest,0.04 uM,0.2368943431533657,163.66666666666666,0.19910769120101726
altretamine,0.04 uM,0.1098841514219259,321.0,0.18991121756950083
alvespimycin,0.04 uM,0.3079981236955992,353.3333333333333,0.3335776257769641
alvimopan,0.04 uM,0.0695149483720589,329.0,0.15292117412348125
alvocidib,0.04 uM,0.4178995639969844,349.6666666666667,0.38653929334661263
am-24,0.04 uM,0.0398032494761366,310.0,0.11232351454543613
amantadine,0.04 uM,0.0135598604385993,252.33333333333334,0.05914873962122701
ambrisentan,0.04 uM,0.0216914441998599,203.33333333333334,0.06715511493653005
ambroxol,0.04 uM,0.0151724719274394,156.5,0.04927378394125869
amd11070,0.04 uM,0.0727859344687202,161.0,0.10946297358634087
amg-208,0.04 uM,-0.0237005075033204,215.0,0.0
amg-232,0.04 uM,0.0035349403741754,235.0,0.029144428938838046
amg-517,0.04 uM,0.1351275239143914,228.0,0.17748837184320376
amikacin,0.04 uM,0.1029100716231774,246.0,0.16088926452364288
amiloride,0.04 uM,0.0221054372638203,289.6666666666667,0.080915065213766
aminocaproic-acid,0.04 uM,0.0638012985728613,227.66666666666666,0.12186950753220939
aminoglutethimide,0.04 uM,0.0423294502674077,171.66666666666666,0.08619754045688473
aminoguanidine,0.04 uM,0.053247975726431,178.0,0.09844465127848363
aminolevulinic-acid,0.04 uM,-0.0485318070015965,175.0,0.0
aminosalicylic-acid,0.04 uM,0.0476031225605188,283.6666666666667,0.11750394458708487
amiodarone,0.04 uM,0.0799328807514196,205.0,0.129440516038337
amiprilose,0.04 uM,0.0598861946290709,231.33333333333334,0.11901810719670702
amitifadine,0.04 uM,-0.020693470261202,185.66666666666666,0.0
amlexanox,0.04 uM,0.0896262396329215,211.66666666666666,0.13927539397554523
amlodipine,0.04 uM,0.1309303597903301,234.66666666666666,0.17724600507888885
ammonium-glycyrrhizinate,0.04 uM,0.1382060498484927,143.33333333333334,0.1423205784370041
amonafide,0.04 uM,0.0496291871216918,194.0,0.09922018181888195
amoxapine,0.04 uM,0.0203223776544169,208.0,0.06574299710868864
ampalex,0.04 uM,0.1020554770949093,277.3333333333333,0.17011780366672813
amrinone,0.04 uM,0.0052693491753641,229.66666666666666,0.035176938971251306
amsacrine,0.04 uM,0.3659052854636802,278.3333333333333,0.3226989292895352
amtolmetin-guacil,0.04 uM,0.0712975318446985,188.0,0.11707030374619473
amuvatinib,0.04 uM,0.0254734569310705,190.66666666666666,0.07047123825207911
anamorelin,0.04 uM,0.0968658743599797,276.0,0.16533717585957872
anandamide,0.04 uM,0.182501256138796,194.66666666666666,0.1905940320851667
andrographolide,0.04 uM,0.0935441983838471,293.3333333333333,0.1675018893948576
anecortave-acetate,0.04 uM,-0.0886176367756088,238.33333333333334,0.0
anidulafungin,0.04 uM,0.1068757884646083,224.66666666666666,0.15668937901018196
aniracetam,0.04 uM,0.0465627785476572,205.0,0.09879317596809359
anisodamine,0.04 uM,-0.0021974615858736,251.66666666666666,0.0
ap26113,0.04 uM,-0.0576488781618221,162.5,0.0
apafant,0.04 uM,0.1063209165972901,158.0,0.13105948953786678
apd668,0.04 uM,-0.0325733963200308,245.0,0.0
aphidicolin,0.04 uM,0.0037547041402702,146.66666666666666,0.02372925723337353
api-001,0.04 uM,0.1563988229801259,335.6666666666667,0.2316868690643901
apixaban,0.04 uM,0.1057340579572301,178.0,0.1387228567985488
apocynin,0.04 uM,0.1191753047965016,358.3333333333333,0.20896199843053823
apremilast,0.04 uM,-0.0043987937518623,190.33333333333334,0.0
aprepitant,0.04 uM,0.0543271581945996,264.6666666666667,0.1212519384823322
arbutin,0.04 uM,0.1340513074781736,259.6666666666667,0.188657554793711
argatroban,0.04 uM,0.0630567204417838,157.0,0.10061114431964707
arglabin,0.04 uM,0.0580348965993145,157.33333333333334,0.0966241200968171
aripiprazole,0.04 uM,-0.0259654440068507,275.0,0.0
arofylline,0.04 uM,-0.0164218935767242,209.0,0.0
arry-334543,0.04 uM,0.0737282795001595,209.66666666666666,0.12572230005025015
artesunate,0.04 uM,0.0770447075634303,285.3333333333333,0.14992644148926293
asa-404,0.04 uM,-0.0308723016060773,210.33333333333334,0.0
asc-j9,0.04 uM,0.0183810693476369,179.33333333333334,0.05805591441631598
asenapine,0.04 uM,-0.0532531810673896,255.0,0.0
aspirin,0.04 uM,0.1763573805747071,224.0,0.20097933347329144
at13387,0.04 uM,0.0219046843703636,244.66666666666666,0.0740263736598056
ataluren,0.04 uM,-0.011576920973729,159.33333333333334,0.0
atenolol,0.04 uM,0.0232394694243872,122.0,0.053842298598588724
atipamezole,0.04 uM,0.0237217127886957,177.66666666666666,0.06564574349374237
atn-161,0.04 uM,0.1848824084650003,231.66666666666666,0.20927152667206347
atomoxetine,0.04 uM,0.0641381985220369,185.33333333333334,0.11024673075521493
atorvastatin,0.04 uM,0.170969690333952,178.0,0.1764006318109899
atracurium,0.04 uM,-0.0394871064254819,249.66666666666666,0.0
atrasentan,0.04 uM,-0.0004702167243116,229.33333333333334,0.0
av-608,0.04 uM,0.1103816354882921,265.6666666666667,0.17315997651199178
avagacestat,0.04 uM,-0.0159903512481188,177.0,0.0
avanafil,0.04 uM,0.106941230121213,230.66666666666666,0.15881648514005864
avasimibe,0.04 uM,0.1717969892195431,306.3333333333333,0.2319719510145974
avl-292,0.04 uM,0.1450072121087469,231.66666666666666,0.18533487480746152
avn-944,0.04 uM,0.0216854831620583,206.0,0.06758475351250172
azacitidine,0.04 uM,0.1558104950158131,182.0,0.17028038375844198
azathioprine,0.04 uM,0.0716397349071631,240.66666666666666,0.1327747612305395
azd1208,0.04 uM,0.0086567210983948,158.33333333333334,0.037436346893874824
azd1480,0.04 uM,0.0644018938856686,202.33333333333334,0.11542864837602979
azd1981,0.04 uM,0.0104610973874246,211.33333333333334,0.047544818821163744
azd2014,0.04 uM,0.0440841377366839,171.0,0.08779500403269637
azd3514,0.04 uM,0.085352994730201,209.66666666666666,0.13527098416342934
azd4547,0.04 uM,0.0335898976590605,143.0,0.07008142624071059
azd5363,0.04 uM,0.0424405470576529,221.66666666666666,0.09807792172469867
azd7545,0.04 uM,-0.014596136606416,200.0,0.0
azd7687,0.04 uM,0.0553112680791407,173.66666666666666,0.09910501111151682
azd7762,0.04 uM,0.1692116330177699,249.33333333333334,0.20769969201834812
azd8931,0.04 uM,-0.0039204780740356,205.66666666666666,0.0
azd9668,0.04 uM,0.1740862593689577,180.33333333333334,0.17916403081582874
azelaic-acid,0.04 uM,0.0989990423524651,190.33333333333334,0.13880448405294044
azelastine,0.04 uM,-0.0491348188575386,181.0,0.0
balaglitazone,0.04 uM,0.0357042616864973,222.75,0.09017776293001868
balapiravir,0.04 uM,0.037911393337289,207.0,0.08957784667167533
balicatib,0.04 uM,0.1902987414221166,255.33333333333334,0.22289600676720972
balsalazide,0.04 uM,0.1067780427529462,235.33333333333334,0.160292526325362
bambuterol,0.04 uM,0.0068022402906494,273.3333333333333,0.04360164314620002
bardoxolone-methyl,0.04 uM,0.1567663354109519,254.0,0.20177800977665833
basimglurant,0.04 uM,-0.0067013153906076,193.0,0.0
batimastat,0.04 uM,0.0161722102111493,397.6666666666667,0.08109141076020403
bavisant,0.04 uM,0.0659685451053977,121.0,0.09034241812703488
bay-87-2243,0.04 uM,0.4198600484837247,361.0,0.3936737429031233
bazedoxifene,0.04 uM,0.0451598811837244,283.0,0.11431420112894317
bci-540,0.04 uM,0.1276814172700341,277.6666666666667,0.19039533064424405
beclomethasone-dipropionate,0.04 uM,0.3169824627373669,364.3333333333333,0.34363519984112617
belinostat,0.04 uM,-0.0617621487817292,311.0,0.0
bemegride,0.04 uM,0.1789725459952812,156.33333333333334,0.16914126515222755
benazepril,0.04 uM,0.0268796898114293,218.0,0.07740534412739311
bendamustine,0.04 uM,0.0571619426737328,179.66666666666666,0.1024749742524363
bendroflumethiazide,0.04 uM,-0.0622389088241784,199.66666666666666,0.0
benzbromarone,0.04 uM,0.0909291595293,227.33333333333334,0.1453830316882168
benzthiazide,0.04 uM,0.131512719169113,206.0,0.16643630342257254
benzydamine,0.04 uM,0.0469069806640185,273.0,0.11442755953735043
benzylpenicillin,0.04 uM,-0.0706006557347332,334.3333333333333,0.0
bepotastine,0.04 uM,0.0931596967790685,163.0,0.12460584308067078
berberine,0.04 uM,-0.0813445439991747,167.0,0.0
betahistine,0.04 uM,0.234412294070671,212.33333333333334,0.22559519951295853
betulinic-acid,0.04 uM,0.0118139980529639,229.0,0.05259527875940853
bevirimat-dimeglumine,0.04 uM,0.065177713200278,242.0,0.12699534874848672
bexarotene,0.04 uM,0.1225778421564272,302.0,0.19455393985349248
bezafibrate,0.04 uM,0.0577687594717739,207.0,0.1105763540375908
bicalutamide,0.04 uM,-0.0668596278588079,192.0,0.0
bifemelane,0.04 uM,0.0753362385516066,198.66666666666666,0.12370721830677014
bifonazole,0.04 uM,-0.0367500140848127,192.33333333333334,0.0
bimatoprost,0.04 uM,0.1205836939046144,215.33333333333334,0.16294104455960387
bindarit,0.04 uM,0.268963910765323,284.3333333333333,0.2796349601441851
biperiden,0.04 uM,-0.1581748727090509,293.6666666666667,0.0
birinapant,0.04 uM,0.0991270451674961,216.33333333333334,0.14807726146354916
bisindolylmaleimide,0.04 uM,0.047611525211513,264.0,0.11336750352125403
bisoprolol,0.04 uM,0.0706867839229175,201.0,0.12053070940859122
bitopertin,0.04 uM,0.082010145049073,201.33333333333334,0.12993381935803036
blonanserin,0.04 uM,-0.0530671844422317,176.0,0.0
bms-599626,0.04 uM,0.0131467150363795,228.33333333333334,0.055401797519065606
bms-707035,0.04 uM,0.0211797960593982,263.6666666666667,0.0755647193976767
bms-927711,0.04 uM,0.0922877259818047,357.3333333333333,0.18362817177981675
bopindolol,0.04 uM,-0.0215701538266111,216.0,0.0
bortezomib,0.04 uM,0.6692193176071803,557.0,0.6173655686089766
bosentan,0.04 uM,0.2002981642525227,148.0,0.1741004584758066
bosutinib,0.04 uM,-0.0142661308138819,283.3333333333333,0.0
brequinar,0.04 uM,-0.0165292545957267,169.0,0.0
bretazenil,0.04 uM,0.0030548226701359,288.0,0.029992993881958665
brexpiprazole,0.04 uM,0.0007167009288799,227.0,0.012897706350194436
brivanib,0.04 uM,-0.1120893248872603,154.33333333333334,0.0
brivudine,0.04 uM,-0.008725948578647,197.33333333333334,0.0
bromocriptine,0.04 uM,0.0703702755247705,260.0,0.13677662157342238
broxuridine,0.04 uM,0.0433499022429285,233.66666666666666,0.10177075946476839
bruceantin,0.04 uM,0.7721341341320243,720.6666666666666,0.7543001012900737
bts-54505,0.04 uM,0.1649661251439697,156.66666666666666,0.16256096210352106
bucladesine,0.04 uM,0.3049828659421948,304.3333333333333,0.30806549280070494
budipine,0.04 uM,0.0492505324545804,183.0,0.09599786679201681
bumetanide,0.04 uM,-0.0178972048593477,160.33333333333334,0.0
bupivacaine,0.04 uM,0.0661035916135621,254.75,0.13122004951312874
bupropion,0.04 uM,0.003850292756972,224.66666666666666,0.029740397556689932
buspirone,0.04 uM,0.0180345036607264,184.66666666666666,0.05835484566241606
butoconazole,0.04 uM,-0.0471618690250326,247.33333333333334,0.0
butorphanol-(+)-tartrate,0.04 uM,-0.0094626082120753,251.66666666666666,0.0
bvd-523,0.04 uM,0.0062012091962189,162.0,0.032049869911387675
cabazitaxel,0.04 uM,0.3649211921085437,418.6666666666667,0.3952431095417029
cabergoline,0.04 uM,0.2731382594947079,250.0,0.2642359144405664
cabozantinib,0.04 uM,0.002846799611733,184.0,0.023142908222184216
caffeine,0.04 uM,-0.0497363085134843,284.5,0.0
calcitriol,0.04 uM,0.0529833685583868,306.6666666666667,0.12889427915523957
camicinal,0.04 uM,0.0078512908513091,187.0,0.038745557027364284
camptothecin,0.04 uM,0.4625420817070533,585.3333333333334,0.5261478818266236
canagliflozin,0.04 uM,0.0446009196194083,227.0,0.10174554628965762
