cpd,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,cpd_size
10-DEBC,-0.0008656490191238187,-0.0006752586130244622,0.00036298840803580703,0.02771044371173265,0.37188889914895196,0.0013440860215459597,5
"16,16-dimethylprostaglandin-e2",0.11960667620786904,0.001264687287794847,0.010842452153654333,,,,5
17-hydroxyprogesterone-caproate,0.4201165227857351,0.17430402721213464,0.00263259886922575,0.005544656621481774,-0.001344086021505043,0.08753090679345743,5
2-iminobiotin,0.0067428470783912065,0.006157491675914726,0.001828617641986034,0.029530030129661235,-0.0013440860215053843,0.0013579450866859776,5
2-methoxyestradiol,0.0017845386167362897,0.0034187219264696835,0.0016037352361305825,0.45347145665705957,0.4508055097288026,0.5353606437790257,5
"3,3'-diindolylmethane",0.022751887950659574,-0.021511405663995585,0.01987405441934954,,,,2
3-amino-benzamide,0.0020713756376108936,0.21679831219683898,0.00864920696949587,0.0016171732365613846,0.000475133095752109,0.2723638156087379,5
3-deazaadenosine,-0.0014376751783823456,-0.0014030133426274692,0.00045664519330533516,0.0009663941679614517,-0.0011078366263628319,0.006632063745408423,5
ABT-737,-0.002748553852117833,0.21261289068323677,0.04861413527441427,0.029682488805395986,0.0019371396440363555,0.47985693418171715,5
AEE788,0.5389855204008291,0.13683309792242687,0.4184084361590662,0.45976626357283645,0.5016969782983747,0.428956088695124,5
AICA-ribonucleotide,0.002867768856434262,0.06406143033897098,-0.0028911966491055865,-0.010547039899088883,-0.0027865887418733943,0.00048265932303776573,2
AKT-inhibitor-1-2,0.27743675613424346,-0.0012589167799874706,0.007406924230577801,0.4988520936976399,0.0013942630601523397,0.002043376587356136,5
ALX-5407,0.0004886455723403808,0.2652537335553282,0.3942491575641655,-0.004728064164420018,0.04830039591162162,-0.0009480181345468089,5
AMG-487,0.002077370586309818,0.0051457638185915516,0.0010140715877140513,0.0027237831730656647,0.0019045264181997727,0.0071418811470014155,5
AMG-837,-0.001344086021506106,0.001414816073744213,0.004728414933743796,0.025132706353933235,-0.0011776941152566297,0.001344524511314079,5
AS-605240,0.006390075664125644,0.2474554104769527,0.020490630224230286,0.005836663521953325,0.019242456247658857,0.007803926946421978,5
AS-703026,0.027819051460993702,0.05196679687736511,0.043659009547728334,0.9858850990246164,0.0027013802705986483,0.003119765722406905,5
AT-7519,0.526153942505504,0.20207962564974638,0.07008371902601132,0.08207774038345658,0.8943212100160347,0.0032621889040148283,5
AT-9283,0.6013531260469809,0.4901882101897465,0.3656513551104793,0.3124843101721693,0.3178520003919829,0.47108021906928077,5
AV-412,-0.00045788469965919796,0.0015388426969101814,0.2353855799106351,0.28911731269419483,0.3631876811964764,0.466948351922559,5
AZ-628,0.004511502938797757,-0.0016795009595359759,0.0032910474505758727,0.631140188369103,0.025501509659675774,0.8255604546806836,5
AZD-5438,0.2970991894278866,0.013819048205564932,0.01711380994806757,0.027284209340323246,0.08186325065749074,0.017562407697611786,5
AZD-8330,0.10359584497581428,0.15222989306571771,0.09805361518273342,0.1241544587065109,0.1354902949052184,0.15303934470449054,5
BAY-K8644,0.3048812550508401,-0.0010095707313912444,-0.000402703198043081,0.10332258491450685,-4.78857167571017e-06,0.006429232880826716,5
BI-2536,0.787852172790633,0.7887668625881815,0.7796585705254109,0.8025560840563306,0.7867746970007216,0.7849206312216108,5
BIBX-1382,0.19181273963190168,-0.006758676469064773,0.3419606740874983,-3.2412223946454155e-15,0.0009087554807538323,0.14188262471591045,5
BIIB021,0.6330724532543222,0.5984721882719034,0.610683433505146,0.615456100501826,0.5945692771927529,0.6442337841628875,5
BMS-299897,0.1775520314982189,0.001406998521981511,0.004742755530913854,0.2508426538780518,-0.0001133435614895336,0.49451277036899083,4
BMS-777607,0.0028445140808913347,-0.03413975776638378,0.4392222495383686,-0.011871637897781239,0.004587668288485409,0.003241685540553236,2
BMY-14802,0.7360212001250561,0.8592466884756867,0.4756550717416661,0.03439896357025124,0.6364290865472251,0.7665969503533392,5
CEP-32496,0.39434999442632357,0.23733406890360165,0.12559143212607068,0.0023496511583082705,0.002871046083458315,0.5801022408256532,5
CGS-20625,0.3102081826017443,-0.027915693131763876,0.04680006938931495,0.21928809837317648,0.001536982869666029,-8.001412032943023e-17,5
CI-966,0.001431480437070463,-0.004725817184793571,-0.006651256101069085,0.3830629645115433,-0.0041050675047369116,-0.0017281960871980838,5
CI-976,-1.857108090146304e-05,0.017480709842778393,0.0002561075997671396,0.0013429104178110125,0.0007908880315918496,0.0018295042490816934,5
CL-218872,0.020248613836981837,0.11622509377546031,0.1441556374748648,0.0466796501071856,-0.004832520048314381,0.10819846636952102,4
CNQX,0.0042238744611439736,-0.0006157385286659367,0.03351118374892623,0.048751604247958796,0.1828091015506857,0.08713578146546067,5
CP-724714,-0.005965101411098948,0.08042930736298137,-0.0012355975598083184,0.33173732765328007,0.0015896091778602897,0.002007316543313495,5
CYT-997,0.05212491094974743,0.010717370586842053,0.013960980923697758,0.012465222883242701,0.01205580771098478,0.008042670741530516,5
CYT387,0.37794467515729036,0.17284656401883278,-0.001600502637813442,0.019128392125475836,0.6053919022753553,0.5907136806195354,5
D-4476,0.24352816847622416,0.3282081077943798,0.5480073862622308,0.5020875563797915,0.0010457812357832833,0.0013696796532462236,5
DMP-543,0.001057157733963647,0.0008820605431505377,0.002497354600991212,-0.0015080852950212903,0.034909100445033876,0.030590907485635435,5
DMSO,,,,,,,0
ENMD-2076,0.04037986344062749,0.002387184692235614,0.00053443524071981,0.011118879945597283,0.044752378211144764,0.05879902509075869,5
EX-527,0.0007393976999488475,0.029164157650632627,0.00040515603841815976,-7.079840186330344e-17,0.00134408602147626,0.011033100877135632,5
FK-866,0.7679828418180037,0.7556172404066419,0.8228180012411697,0.7880604570875565,0.8204972761225335,0.8263925358955126,5
FK-888,0.02881957588674329,0.5507441095049228,0.10360739485038509,0.1853562817819719,0.38556829747369475,0.0990586428421069,5
FPL-55712,0.05153271364658926,0.0013541000358816392,0.0013440860215053639,0.0013440860215051965,0.03408969447872763,0.36371357807326765,5
GDC-0941,0.04644144849784383,0.03004663682155612,0.001242470995829842,0.0013440860215067313,0.6877028414146458,0.7016959498843985,5
GDC-0980,0.009381574490560502,0.0013364350129933557,0.8782075750277959,0.7471632580962446,0.8314519869862487,0.7127895869477763,5
GSK-461364,0.657323614049531,0.6205378539399933,0.5876596675142345,0.5799382544463914,0.47110397688681993,0.5293222020647531,5
GSK1070916,0.8562888798180346,0.9446754443968506,0.961398018334477,0.983427169186489,0.8801853989672965,0.9660275775712115,5
GSK923295,0.05477613013615039,0.021366950701922606,0.01889687786418596,0.015275985939555727,0.8725639088546058,0.8700423453287889,5
IKK-2-inhibitor-V,-0.0013415691246031532,0.0012235145535344563,0.029249612791968506,0.3756182696405297,0.3757660737222113,0.459432603272548,5
JNJ-26854165,0.8374090729664481,0.6577637073231017,0.7029627345886675,0.778255172028909,0.8539086631345664,0.8006004365653645,5
JNJ-38877605,0.28402538134756694,0.0037073127130597336,0.020505679821932254,0.019225025360002937,0.012845484371036128,0.16543865309094832,4
JTC-801,-0.0015163578614436949,0.001867485651339409,-0.0013403607776986022,0.0038797889401623905,-0.001335260218968696,0.8775205944343212,5
JTE-907,-0.0016627598360789112,-0.00791005146760167,-0.0006493938499766076,0.0002790064678938656,0.0013754591334207398,0.4087485716719282,5
L-655240,0.5858979268795099,0.6185087079044377,0.006653476374329399,0.8044231722912614,0.6806553371063389,0.6388802164747023,5
L-690330,0.41198531194940924,0.2795853411465733,0.44303810757142426,0.44728563034095514,0.10910229816238444,0.25783301361594735,5
LCQ908,-0.0024501687088663354,0.019484484542679467,0.02998469693595402,0.01177712689755266,0.047677911841407274,0.001493785651113206,5
LXR-623,0.0029495570554691477,0.08489098648911754,-0.001693827201826724,0.0006371299826110077,0.1088674219648614,0.015632433534868023,5
LY2801653,0.048563257598525755,-0.0007559155874776662,0.0026878282315291103,0.7649109780197034,0.653405107915747,0.5820857090706526,5
MDL-73005EF,0.22534738326878406,0.09574737764899414,-0.0013440860215049263,0.12135076598645886,0.34761507787925794,0.0027773653240989074,5
MG-132,,,,,,,0
MK-1775,0.47958089728793296,0.03266087354206336,0.007274097451918895,0.24774758414645834,0.6438933337700806,0.6640599969410793,5
MK-2206,0.4392551867531531,0.35070740447976745,-0.0013822474130010332,0.02053469290646407,0.9002395649580903,0.8334056054718886,5
MK-5108,0.0021160860918298273,0.15181279951716903,0.11627219524224919,0.4361624910696699,0.3968990841423956,0.37109841135046295,5
MLN-2238,0.0020513039836092127,0.42064581311985993,0.4727853500859761,0.49352311789841496,0.4717917192227501,0.4213455384775824,5
MLN-4924,0.15893949087575493,0.002314567676996608,0.023186214759232472,0.09024662588092024,0.020750710838362607,0.013604444409971073,5
MLN-8054,0.004530584892565071,0.6479576920329877,0.5923271591157964,0.6065646694384405,0.5757006569230341,0.6063177664190553,5
NF-449,0.001571778053332932,-0.001712327241980255,0.20651028890652512,0.012569306898193558,-4.9894039996342535e-05,-0.0008522395994063489,5
NVP-BEZ235,0.0018535040007657887,0.001606654378974109,0.6111674997919783,0.5515877902795859,0.612725710389957,0.6299718263402483,5
OCO-1112,-1.379878470601087e-13,0.0703221159390726,0.5255256304794493,0.5032543122218693,0.0021053458728235125,0.029537158533531248,5
PCA-4248,0.005591747472615961,0.06382980645113502,0.1698379040417124,0.30335344426968,0.17638017658624577,-0.000854229761126151,5
PD-0325901,0.6761407905827377,0.47923355553458613,0.6384233914005409,0.5672281098737206,0.6029987899783795,0.6061856159861756,5
PD-184352,-0.001781904155369831,0.0019329044334669941,0.006717850736846869,0.036359832499804526,0.05532550853663448,0.12090816894845413,5
PF-04217903,0.0032839321530984088,0.0015185000566896654,0.019256854705126912,-0.0016023436808181464,-0.002950318781599794,0.0022377144143261164,5
PF-562271,0.4024826351829713,-0.003027063706192248,0.7594258166734957,0.02341473968437474,0.013091704055660083,0.04061084718078621,5
