cpd,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,no_of_replicates
17-hydroxyprogesterone-caproate,0.008796254463725452,0.031306471350369264,0.01787992945680674,0.019468229199907205,0.1698654285451518,0.23418799271715818,3
2-iminobiotin,0.05181713200353634,0.029189389056598975,0.07393498264412249,0.08309489206565379,-0.0001872483812288874,0.051957188894654914,2
3-amino-benzamide,0.1117639404153993,0.024335431029569303,0.13653651272183898,0.07632111816869669,0.0991561746937029,0.015695121432410596,3
3-deazaadenosine,0.007405942909104517,0.05587263342439527,0.05969126731101896,-0.010028794644819032,0.02524381951980309,0.14820265385666526,2
ABT-737,-0.03608223725138377,0.09583597059361268,0.12733755439344902,0.36413889942410194,0.4089367532187806,0.6368379223676384,3
AICA-ribonucleotide,0.03444687089393789,0.11809131706820276,-0.12332081092935859,0.006122806485213719,0.0003013575096584412,0.011579052923893324,2
AKT-inhibitor-1-2,-0.045965402002478076,0.03733485418002076,0.03632799995508779,0.04123693570102299,0.060140400448408425,0.14691571548116003,3
ALX-5407,-0.023159682156610132,0.030270969408399098,0.02195319928275697,0.0030793069499492976,0.11714819943200654,0.13056747951023842,3
AS-605240,0.06687205338247702,0.08465492750352661,0.18524164739897997,0.046132560143882236,0.17550725108008047,0.16960146778651478,2
AT-7519,0.21094418696732414,0.035304417178218514,0.12764218014230436,0.1480471945970623,0.2424568353063548,0.3824818746791785,3
AZ-628,0.036103975465603316,0.05497653130140335,0.15661660177464287,0.1131178001813498,0.47104933821500505,0.6778612374843962,3
AZD-5438,0.05612353223602339,0.18614000121193855,0.3609836497448546,0.6029417143598581,0.38920799086131497,0.8229507588388223,3
AZD-8330,0.6357936783606105,0.013915629428362218,0.38704368250868154,0.6685015247601254,0.3404340532656765,0.43217516453072047,3
BAY-K8644,0.03825593759943528,0.07821220858626708,-0.04247838858502104,0.029949004495323166,-0.005344770963826717,0.03766457111356188,3
BI-2536,0.8154013909704618,0.7354295097225584,0.8583551188881794,0.7775681927848992,0.8605330236419284,0.727021645130629,3
BIBX-1382,0.06200753058684543,0.21085824541123835,0.06956991410865376,0.21275256341747606,0.02631048015951112,0.08386469777832854,3
