moa,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,moa_size
5 alpha reductase inhibitor,-0.6448527768480468,-0.7159528707719398,-0.7114226500272715,-0.17603197509873977,0.07102953828640172,0.4889324935667101,2
acat inhibitor,-0.307784324723185,-0.06288375002893827,-0.14347574081026732,-0.44344259828934957,-0.37843291718455513,0.16255862134605462,3
acetylcholine receptor agonist,0.18000155799857168,0.18213577148026955,0.19176750496246264,0.1476185559249895,0.002855922987598656,0.04612687322265768,8
acetylcholine receptor antagonist,0.032421545237550864,0.08692384139026729,0.15110255953683357,0.09094361592044484,0.04492462271553965,0.06145385593342502,21
acetylcholine release stimulant,0.11901595160887564,-0.6573094946005553,-0.280995778806511,-0.5116344765103115,-0.26009058643530825,-0.3540880907367532,2
acetylcholinesterase inhibitor,-0.001417015447505396,0.33554935162528887,0.4206496519449954,0.25972574533870374,0.3102636334762641,-0.3012924412457795,2
adenosine receptor agonist,-0.28565722244301317,-0.1484334217563148,-0.2789642628563655,0.2833925531998337,0.19314000157107958,0.2875857669555135,3
adenosine receptor antagonist,0.18048666473032862,0.08020255922074451,0.36009414419578434,0.06130441516679491,-0.16531995660097396,0.05897367086473929,4
adrenergic inhibitor,-0.44297351170862626,-0.2049069428020497,-0.00040342326768866445,0.05327036839709025,-0.1951160320452247,-0.12139235581979038,2
adrenergic receptor agonist,0.009038156278400454,0.07478227611501287,0.1131316615032937,0.030216063246840837,0.0751796117419819,-0.02237652830512941,20
adrenergic receptor antagonist,0.06721890933594728,0.09174068979468762,0.09403122321748976,0.1253524319804156,0.0880208459549442,0.044710326055207646,31
akt inhibitor,-0.017220121514580477,0.13748948272263176,0.33141198026621016,0.39226146135922735,0.3034750945837909,0.14925759465374028,6
alcohol dehydrogenase inhibitor,-0.5062945619690802,-0.473684358404228,0.050425918270847796,0.16792476448512453,0.2032045106608052,0.41340853247845705,2
aldose reductase inhibitor,0.8071299269685042,0.6674675426313382,0.8359029616020891,0.7743987079216713,0.6840035650160614,0.6247287926791906,2
alk tyrosine kinase receptor inhibitor,0.19202877299972126,0.185283496900147,0.17201782496375886,0.17153327216229822,0.5129039837403799,0.34511022551547976,3
ampk activator,-0.2136496143655209,-0.6585295982847839,-0.16045042923282823,0.03661844884212774,-0.2859095668652283,-0.6255037961708038,2
androgen receptor agonist,0.303617451720619,0.34352165401671486,0.3079064287476189,0.5013943770743895,0.5660893593074232,0.32943068735200154,3
androgen receptor antagonist,0.039297242755327075,0.1492203663893395,-0.20483330576334507,-0.09477262486307199,-0.24833277666541753,-0.058280086964289074,5
androgen receptor modulator,-0.11240869892275394,-0.06951547179742393,-0.026672529532959715,-0.14823388025616213,0.009851675804566596,0.1238718438033099,3
angiogenesis inhibitor,0.46209302219401616,0.27758353911315015,-0.13318481831377738,-0.05526102691240599,0.006698863261872626,0.37754295093935225,2
angiotensin converting enzyme inhibitor,-0.023599149822695585,0.12763329972253235,0.16411208189468918,0.23779319745953387,0.22847161831860657,0.14696463496165665,8
angiotensin receptor antagonist,0.1826210880666968,0.03669465927767568,0.04749097302390792,-0.25003409664153053,0.06074850820608115,0.036126782965387655,4
antithyroid agent,-0.46097734496213194,-0.22565327116447317,-0.2924319972483864,-0.5482511671587704,-0.5096070580106503,-0.13824552087200304,2
antiviral,-0.36675553451417175,-0.3933362811562818,-0.22219045722513395,-0.3524612858244486,-0.3576210296143819,0.017605925241196422,2
aromatase inhibitor,0.464767383192732,0.34156499428639797,0.2662352402516677,0.061572388428472034,0.12700621419340458,0.19750226442674268,3
atp channel blocker,0.025216529770845986,0.19856572843245476,-0.1381574842215962,-0.39483812538473984,-0.08949417207910608,-0.019398501293096837,3
atpase inhibitor,-0.09459479551205077,-0.00807759681485272,-0.08762538344819658,0.36688396031935294,0.06924000605486112,-0.08415004301737658,3
aurora kinase inhibitor,0.6222595519473016,0.8813816181581211,0.9407866894203946,0.9459282873581828,0.8349996493753086,0.7800911202745713,2
bacterial 30s ribosomal subunit inhibitor,0.06455351779587135,0.009042312263891732,0.23161002760862137,0.05281736597854083,0.030855616732442456,0.10445876366807046,5
bacterial 50s ribosomal subunit inhibitor,-0.1376457711911066,0.03700038761881582,-0.08469178450641585,-0.021005111628014245,0.0006788890102514718,-0.034562872860677205,5
bacterial antifolate,-0.3914487613231581,-0.09192829180684338,-0.3802724383120049,0.09406903407990051,0.47736749810961193,0.5651019908107063,2
bacterial cell wall synthesis inhibitor,-0.015068315621225589,-0.029265222307481766,0.06450873851557798,0.033370105024680116,-0.004379940427752758,0.0419397471076975,14
bacterial dna gyrase inhibitor,0.1555417959265957,0.040729302891655786,0.13930055583671871,0.02540483837517816,-0.06527765436647152,0.21718899209391077,11
bcl inhibitor,0.04428910814541547,0.35968801777872056,0.17278164323451806,0.4672381322322196,0.3869168640174425,0.42316384756219844,3
bcr-abl kinase inhibitor,-0.6078797250774624,-0.5176871132957936,-0.05109995037109295,-0.12872140696615753,-0.2579990135680634,0.3193044823649829,2
benzodiazepine receptor agonist,0.3776718450245888,0.09594613468179258,0.20531540008033344,0.13327999623502834,-0.006205881433597244,0.10623822787842092,7
benzodiazepine receptor antagonist,-0.2103923753704827,0.04406070454841588,-0.013978803946559065,-0.08880820293221178,0.016839233720565817,0.11568355705072184,3
beta lactamase inhibitor,0.4884335411677289,0.0005627555729937853,0.06889734212435482,-0.3097822415793588,0.17923899105784113,-0.3922463593274421,2
beta-secretase inhibitor,-0.4267967642316455,-0.32451526868094993,0.1924441374088215,-0.120432264636298,-0.047994725293456476,0.09763018683086438,2
bruton's tyrosine kinase (btk) inhibitor,-0.22388411566786975,-0.3808432716994831,-0.3969231893102902,-0.367752736892051,0.3919541525729004,0.4067961718573755,2
c-met inhibitor,0.5826971456106296,0.6026428321484092,0.6132655310641184,0.6199234198211474,0.559643718485484,-0.08278524079604331,2
calcineurin inhibitor,0.06889464951403652,-0.356893790688415,-0.2620319584747978,-0.29227933795034056,0.24022813667736803,0.5599047846163446,3
calcitonin antagonist,-0.16669365618356374,0.26952959044109287,0.29693614896082215,0.07342584439966907,0.15988111773886762,0.21040607256210184,3
calcium channel activator,0.4405017995417177,0.1129953920071853,0.03955567596857222,-0.17917870000071412,0.32093469170064615,0.14278151562820296,2
calcium channel blocker,0.05868274927688779,0.18414200030742586,0.25892269597725187,0.059297718059583254,0.11346507690270674,0.05269813016944597,15
