moa,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,moa_size
5 alpha reductase inhibitor,-0.6025428322755143,-0.6685864548093149,-0.737956370502495,-0.46824775006520913,-0.27355322091781564,0.2894007723724105,2
acat inhibitor,-0.21552822118782688,0.019073812941111684,-0.08709787459363919,-0.31154793003696396,-0.21091372254651644,0.20268252196289624,3
acetylcholine receptor agonist,0.08066364209953793,0.10750002367862618,0.09897144426029533,0.015624516232370194,-0.023212237460605883,-0.012370507838211923,9
acetylcholine receptor antagonist,0.066896822692941,0.13047273553097868,0.10595163641022766,0.0579806910649988,-0.020614908814097537,0.06345388097427747,21
acetylcholine release stimulant,-0.14538400731339177,-0.5429781083600194,-0.3584593602481301,-0.2857370884892601,-0.28059018488748616,-0.34787488264600214,2
acetylcholinesterase inhibitor,-0.06974622418535703,0.14592835244368044,-0.214490021105716,-0.21578009996166406,-0.23089798349752724,-0.22471180206482733,3
adenosine receptor agonist,-0.2504873872999573,-0.18393545206375256,-0.09992578365664677,0.14601571137564848,0.22486684502731416,0.13630384646598695,3
adenosine receptor antagonist,0.2047514772771173,0.19113262715650342,0.2215785058001893,-0.06391239325761858,-0.09942013592278319,-0.03577251635114105,5
adrenergic inhibitor,-0.42089267542537945,-0.18788020920824172,-0.17744221880248692,-0.34927175627233187,-0.38406176071449866,-0.22543699647221438,2
adrenergic receptor agonist,0.03447961474280986,0.09527453382975716,0.08319293386987048,0.08521382642119918,0.011231980994012555,0.026349857950769225,21
adrenergic receptor antagonist,0.053432597893016034,0.06462462530375175,0.06144699329168161,0.059593045787813645,0.03019216187145282,0.05689717334366074,34
adrenergic receptor antagonist|calcium channel blocker,-0.29299999855505643,0.18274919432813813,0.5419811698406357,0.12113580346465871,0.2686976267887115,0.0012662360295103636,2
akt inhibitor,0.09048855957082659,0.09045063192463977,0.21385921448452663,0.20467508410943164,0.23492551764318678,0.23957619474401196,7
alcohol dehydrogenase inhibitor,-0.6261276021163991,-0.5161458622384208,-0.008640523539845145,-0.2039247533211568,-0.2447572473354981,0.2581597170345075,2
