moa,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,moa_size
5 alpha reductase inhibitor,-0.6280827047714291,-0.689243017005963,-0.7368364931661083,-0.2589651721322814,0.006202314200345113,0.4633112680340299,2
acat inhibitor,-0.26020089306775357,-0.08088217673079141,-0.09481757177617177,-0.34168797084897073,-0.39306667467424056,0.05036651944953819,3
acetylcholine receptor agonist,0.2496909334927374,0.0816876595397596,0.22840669869259758,0.1439646360896793,-0.019536022356233414,0.04309433252804277,9
acetylcholine receptor antagonist,0.04015595298533616,0.11327197536114808,0.1562001028827611,0.08257590794736819,0.014971065229796516,0.041642404545951334,21
acetylcholine release stimulant,-0.04637820185650746,-0.6342594856394528,-0.3587351830787569,-0.44758840717047843,-0.4132392823386785,-0.34275788036814797,2
acetylcholinesterase inhibitor,-0.20920747847931587,-0.06775584242849793,-0.2921814368544205,-0.3037319713217622,-0.44373545958793786,-0.3179037030336759,3
adenosine receptor agonist,-0.25416340124162834,-0.04147475454695136,-0.2472911595180643,0.32928844927830964,0.24162257902191164,0.19102361474341617,3
adenosine receptor antagonist,0.23052664610950052,0.25038600643854825,0.22003795736260356,-0.08966443173701562,-0.11986044830480702,-0.13345191650638583,5
adrenergic inhibitor,-0.4058014724846143,-0.2431283493194513,0.01936834494662884,-0.0033308098487118435,-0.10706615875906159,-0.12154585073968445,2
adrenergic receptor agonist,0.022117630287990853,0.0818808049172253,0.09831412745572317,0.026555655746407295,0.0273124748504079,-0.0051696841740416916,21
adrenergic receptor antagonist,0.0936219458508325,0.09439854887225488,0.08880692408914272,0.08525601151670044,0.05562877003315951,0.019183854865515135,34
adrenergic receptor antagonist|calcium channel blocker,-0.36920068123754257,0.16361704399687246,0.606803396302769,-0.002003034425121051,0.24099200865179543,0.016461595210023595,2
akt inhibitor,0.04708671998130144,0.05683989517259565,0.24397664767225277,0.07332855384938437,0.19757462409353485,0.22246501936831345,7
alcohol dehydrogenase inhibitor,-0.45406189255413065,-0.3775894632919519,-0.02682585950940421,0.04111577683793396,0.2326950222460351,0.5654787636447813,2
aldose reductase inhibitor,0.7788585387119122,0.5787631150259266,0.7699537807328631,0.6929715738300318,0.679568331199406,0.6037138525404767,2
alk tyrosine kinase receptor inhibitor,0.11704709818607463,0.06261775637807573,-0.013374754140669368,0.12996552365649033,0.4661528090625774,0.4544803075287205,4
ampk activator,-0.23789657761668087,-0.6341213217568377,-0.16359375221283937,0.04532886381532705,-0.1995940203564087,-0.5713797898700491,2
androgen receptor agonist,0.27330590083925044,0.3249375371189391,0.32340179113694817,0.48381395571943714,0.5255311565380019,0.29862436570163636,3
androgen receptor antagonist,0.04905005870471902,0.20968907638336404,-0.01649724803701057,-0.04483665963206529,-0.15690452675952682,-0.12113105606836708,6
androgen receptor modulator,-0.0829102853604224,-0.015518565094236662,0.1015246090942129,0.0605882886760557,0.1789208321486861,0.12489633230420355,5
