cluster,Average_silhouette_score,dose
2,0.7771644001276615,common_compounds
3,0.6884892440187709,common_compounds
4,0.6902050116734689,common_compounds
5,0.6915943685176676,common_compounds
6,0.6928882889462877,common_compounds
7,0.6867405351958059,common_compounds
8,0.603655577874531,common_compounds
9,0.6049274258133155,common_compounds
10,0.605169124193355,common_compounds
11,0.606050474890216,common_compounds
12,0.5219231166826978,common_compounds
13,0.6080460688540982,common_compounds
14,0.6067277068139142,common_compounds
15,0.607890150636907,common_compounds
16,0.6075490318435078,common_compounds
17,0.6077970588883568,common_compounds
18,0.529338748897842,common_compounds
19,0.5260589678516441,common_compounds
20,0.6081748773919282,common_compounds
21,0.44414829793662497,common_compounds
22,0.6090600904800559,common_compounds
23,0.5251850852734239,common_compounds
24,0.6096549977287011,common_compounds
25,0.40827245036950377,common_compounds
26,0.4322119687714181,common_compounds
27,0.40025710175578316,common_compounds
28,0.43924055003052415,common_compounds
29,0.40514976524762825,common_compounds
30,0.4228660626972517,common_compounds
31,0.408180521886223,common_compounds
32,0.41498622217953707,common_compounds
33,0.43945595671978965,common_compounds
34,0.40599208644437734,common_compounds
35,0.4191946337228294,common_compounds
36,0.4279934382790887,common_compounds
37,0.4228575832292399,common_compounds
38,0.45035049783878206,common_compounds
39,0.42862150368359886,common_compounds
40,0.39771659047443875,common_compounds
