cluster,davies_bouldin_score,dose
2,1.6825725708166446,all_threshold
3,2.175744218241583,all_threshold
4,2.2434405474860273,all_threshold
5,2.2010077424261065,all_threshold
6,2.1495741413313327,all_threshold
7,2.06084193555166,all_threshold
8,2.176934182284416,all_threshold
9,2.277453543743119,all_threshold
10,2.270748532519855,all_threshold
11,2.2865616577896337,all_threshold
12,2.210921056067827,all_threshold
13,2.25524041971026,all_threshold
14,2.2609673141588535,all_threshold
15,2.2925637997200043,all_threshold
16,2.1768531550345758,all_threshold
17,2.3009597242857573,all_threshold
18,2.3289249583782956,all_threshold
19,2.127310325322087,all_threshold
20,2.231668924472985,all_threshold
21,2.135743532621345,all_threshold
22,2.1388713642867017,all_threshold
23,2.1498652366705175,all_threshold
24,2.2605905223633997,all_threshold
25,2.223665407595245,all_threshold
26,2.166051212472119,all_threshold
27,2.2706024103170344,all_threshold
28,2.2173049615243796,all_threshold
29,2.1047775040407486,all_threshold
30,1.9718606629660158,all_threshold
31,2.1250747414608244,all_threshold
32,2.0330367521154122,all_threshold
33,2.1168507742984337,all_threshold
34,2.113522629472858,all_threshold
35,2.012377621374868,all_threshold
36,2.0836412230536094,all_threshold
37,1.997487330750661,all_threshold
38,2.0371585007899555,all_threshold
39,2.1021070572740945,all_threshold
40,2.0152218780126687,all_threshold
