cpd,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,cpd_size
17-hydroxyprogesterone-caproate,0.024948624827053015,0.03692398574534502,0.06624300907793158,0.14505626683552397,0.09825729276634783,0.18045563278723126,3
2-iminobiotin,-0.12939707114053572,0.2346088053649736,-0.04282250987340971,-0.02801973320626496,0.09884084973296237,0.098864309885822,2
3-amino-benzamide,0.051625241992778584,-0.016659964670952744,0.004271525877158171,-0.009650042549278941,-0.01135895748954894,0.11327507615357262,3
3-deazaadenosine,0.06470023095518457,-0.058230053038025906,0.04648308914781464,-0.01099472464535983,-0.024313660070680806,0.09017171312242575,2
ABT-737,0.017857376974518602,0.017354314474225408,0.035990575566876376,0.021637863483785314,0.07712691449823336,0.1547830987348453,3
AICA-ribonucleotide,-0.007260706867113899,0.09198724300170895,0.033744468167333,0.10299312042363423,0.011978790498122255,0.05592054334693601,3
AKT-inhibitor-1-2,-0.006915669579606017,0.13861337113425704,0.08960660771829716,0.0764996944608807,-0.0317868427496622,0.04171474320963919,3
ALX-5407,0.07224392884699048,0.0640401687565336,0.09430904340894596,0.007990750923955384,5.046754453046376e-05,0.07267352107250014,3
AS-605240,-0.20485372363856647,0.07384121963185643,-0.17607460177250453,-0.18403063971520803,0.17687362255946898,0.09679923921134397,2
AT-7519,0.12574187933076936,-0.008305598907597245,0.07718997699205658,0.4419053582681215,0.8225010537365448,0.8505740956198475,3
AZ-628,0.07414959300105693,0.15745962536170502,0.0844061569973666,0.04032469855431684,0.08416666382172387,0.21997175065213528,3
AZD-5438,0.25497347082771443,0.29368240636001364,0.4453644439446981,0.6049562374730357,0.634350518609428,0.7499330866161519,3
AZD-8330,0.28989999789710924,0.3811557896069762,0.41444653614732224,0.3725757921426481,0.3352000296324867,0.3410411389938569,3
BAY-K8644,-0.00830246755107784,0.031840109888077825,0.05329652371245179,0.02033332788216426,0.060163525457303975,0.22029905535269567,3
BI-2536,0.3690565107441716,0.47907976526690743,0.48030511043054747,0.4943684478400787,0.6254424707057501,0.47234165871959105,3
BIBX-1382,0.061552798761015964,0.1300343684320173,0.0694174359694997,0.13096012422871178,0.21965365299295805,0.2143383071642372,3
BIIB021,0.1857463972136778,0.39767352390917904,0.6491426934167048,0.7035741891250488,0.6441357992782702,0.7600053727606745,3
BMS-299897,0.09989662135543838,0.12983399115425992,0.05401259350774959,0.015059715635735063,0.038564703603595415,0.04506945201972659,4
BMS-777607,0.09407993034454475,0.03725793489944465,0.08718314053178707,0.044104338878801434,0.08681111017833779,0.15190949617634023,3
BMY-14802,0.1621918265949213,0.12165520034235945,0.18793848294061768,0.13236125325522874,0.10044192821599096,0.12579182478982368,3
CGS-20625,0.1427913176887884,-0.010589966140218947,0.13497446501261517,0.12375430968782754,0.09549217330999571,0.20050097568389597,3
CI-966,0.02200432366518489,-0.02192851392190032,0.0363552169155534,0.1284789884561923,0.03505553110775477,-0.0244337184903743,3
CI-976,-0.055818096936672265,0.10922974672466902,0.18673019904957477,0.10566373283346747,0.047526688450186344,0.018337765203234536,2
CL-218872,0.037140056095052845,0.03105632345436132,0.03716340488637039,0.0425095189374298,0.04690353058127185,0.06455493716874343,3
CP-724714,0.012174475046384015,0.08630427416003847,-0.09152940165461018,0.08728977211323072,0.17075265988180682,0.11055026469835764,3
CYT-997,0.03205780558133906,0.585204091816884,0.6613051279977806,0.6166397536292537,0.6392012529484733,0.5935089268305412,3
CYT387,0.06420462841679336,0.09834854277234414,0.08038996806833405,0.275860278975522,0.23090861340099467,0.15813368699644728,3
D-4476,0.061242749193100326,0.09256554636788081,-0.03577419388412408,0.09669989461392002,0.16508371954019507,0.14592617973455002,3
DMP-543,0.04430289434929124,0.058936180386248004,0.0001461034390600729,0.08500016109854502,-0.021104833032894933,0.05941005684988015,3
ENMD-2076,0.06209766407354466,0.041209724850230126,0.04138004683928588,0.20484527595750573,0.4908418584352949,0.627604682586056,3
EX-527,0.09446996234209824,0.05250552973501435,0.03713507567865561,-0.0817921674862091,-0.15201490704510648,0.11429830317128414,3
FK-888,0.08394829536485249,-0.15520861595270052,0.0022606116848553487,0.0013527184972604203,-0.0007328351576457162,0.19287853886847076,3
FPL-55712,0.029975466999330343,0.05206003030029149,0.13289648773249163,0.023446500733662473,0.015424685611475293,0.17705706080497655,3
GSK-461364,0.09898188204993519,0.20707636103784702,0.056585179753521356,0.22790780349732875,0.06121827918512902,0.2183596968711874,3
IKK-2-inhibitor-V,-0.08053877224477063,0.05523094231576765,0.14530822902228901,0.5415683129259387,0.6437102565951313,0.6584689824278419,2
JNJ-26854165,0.611313189376572,0.698507220618606,0.7843741718512502,0.7770041305129329,0.7685203284556592,0.8332889852201047,3
JNJ-38877605,-0.03279348273920614,0.025282923569174054,-0.024424728900415967,0.02218040026978475,0.22110728250536543,0.07889128185779566,4
JTC-801,-0.010740201165157406,-0.02719952289539982,0.02619353615849606,0.16223146279968034,0.12759939030741604,0.6429112828347082,2
JTE-907,0.025678493788020115,-0.12520917519823616,-0.0019652082918372076,0.027392490207730498,0.07758333907475916,0.2531349568505881,3
L-690330,0.1385354216995282,0.014132857455295562,-0.01766200503899407,0.00015667151825794585,0.038933926247774434,0.08616673744140536,3
MDL-73005EF,-0.10834726772429563,0.042549679315498294,0.01669091405230175,0.09185466485629001,0.13625946618929125,0.14979154678934511,3
MK-1775,0.16291624746205358,-0.0257544626382582,0.15777125108198542,0.25547536392443815,0.262986530202221,0.4693517816581498,3
MK-2206,0.1408757766907599,0.02258892831532889,0.06563259052227362,0.1757873881826548,0.37146241426293397,0.18055592135130633,3
MLN-2238,0.057402398525482644,0.0198177321984877,0.1651853319999888,0.5898526481206899,0.6752076290689742,0.6502791963438036,2
MLN-4924,0.20519313347757145,0.29160496089471943,0.3527119868981493,0.4176515076437331,0.6056204878842987,0.6567484562595448,3
MLN-8054,0.08367678732778333,0.11243553351588009,0.08681538312789075,0.22191219269711218,0.34292709497623036,0.39063074756710886,3
NF-449,0.059778214365867666,0.07520053426542397,0.050587244079826815,0.05554585790480195,-0.18057396093745703,-0.0628457670546664,3
