moa,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,moa_size
5 alpha reductase inhibitor,-0.6233656944123094,-0.6592134340449649,-0.7600643436056411,-0.37907227171240226,-0.18428353652393883,0.35280795767791434,2
acat inhibitor,-0.20099019581803368,0.027216387378387084,-0.03614980485828629,-0.313862454461509,-0.21884520927170342,0.23440385144122175,3
acetylcholine receptor agonist,0.06988819686328797,0.1448161639053207,0.10789759019899155,0.003909227408677367,0.010077362538604355,0.04094608936997635,9
acetylcholine receptor antagonist,0.061538608178190686,0.13502819333582755,0.14079340581882183,0.02675834886719757,-0.010427434900842096,0.0828988455781362,21
acetylcholine release stimulant,0.05060007123114258,-0.5336636891966411,-0.20485803831665125,-0.22488335483654492,-0.08758571062363826,-0.32839587032956336,2
acetylcholinesterase inhibitor,-0.20266158976875295,0.13300935768913527,-0.2919112202068307,-0.2856302948715127,-0.16480191201992983,-0.1930865340593661,3
adenosine receptor agonist,-0.3388741790827797,-0.22741751151616635,-0.09768035381233849,0.19509700807104222,0.2137169854658092,0.19613795779880272,3
adenosine receptor antagonist,0.1468682397445598,0.07575953537952901,0.3580310710987853,-0.03964793434336076,-0.07818718291990032,0.05113841231836021,5
adrenergic inhibitor,-0.34961286276970116,-0.22251533344884888,-0.2766364332105748,-0.2688132565560482,-0.4429640958464929,-0.19278656043782666,2
adrenergic receptor agonist,0.05076854001265298,0.12052548503147245,0.14148427260572655,0.1031488861067345,0.03031457786558888,0.06103816135620624,21
adrenergic receptor antagonist,0.060075471534355385,0.0849691766636404,0.06905716686654575,0.05887736051725187,0.04030108099576599,0.06746520148932918,34
adrenergic receptor antagonist|calcium channel blocker,-0.3557873133553433,0.33943251283198966,0.5476800748391952,0.09236320319442848,0.20488624560113597,-0.040070229938963774,2
akt inhibitor,0.07398057932300231,0.13068113560902195,0.21585484965362384,0.1823902387917115,0.21788127956921588,0.2583951542984957,7
alcohol dehydrogenase inhibitor,-0.6244169073843261,-0.6013116542270476,0.0795231558465478,-0.08426163101535127,-0.31106326893909925,0.23879519868622248,2
aldose reductase inhibitor,0.7114323504076263,0.5213035516070867,0.740601564136576,0.6684150016877876,0.6834247774380312,0.6576265677903188,2
alk tyrosine kinase receptor inhibitor,0.2525503957234037,-0.12239892415557153,0.020002239523581163,0.13811499241967976,0.4907038399413288,0.45833253257708884,4
ampk activator,-0.12202548760630814,-0.4643034490069641,-0.061205545242159536,0.12913039111724714,0.039407436246112586,-0.4636065585966039,2
androgen receptor agonist,0.33335795013014097,0.37962828068541843,0.29359722539511124,0.4599589072559985,0.5321054692064795,0.36512369911575787,3
androgen receptor antagonist,0.16905362098332186,0.35145778002850564,0.04664578281425052,-0.04281749545971209,0.05121939160916979,0.12091501951107167,6
androgen receptor modulator,-0.12193795978261172,0.0073756236987065245,0.06756440920405349,0.03513726915833858,0.1514206958389714,0.10464187755619833,5
angiogenesis inhibitor,0.5757192780051065,0.1992039152486549,-0.03484428804039035,0.10638958537461599,0.041299261620083835,0.17084896487015194,3
angiotensin converting enzyme inhibitor,-0.002917594123213758,0.08619720096553384,0.17405708189708174,0.1907818284333767,0.13294263661237332,0.03181890179432426,10
angiotensin receptor antagonist,0.06583494956940496,0.1495750958035445,0.13162355860001357,0.0357994624729769,0.045118868906490375,-0.1346120583971381,6
anthelmintic agent,0.8729175817244074,0.43539229978329985,0.7362264759771576,0.7282901550067775,0.5905903288690397,0.03294665072593461,2
antimalarial agent,-0.032793292989683885,0.08724954798601539,-0.4183534726111917,-0.40033010272101105,0.33486565147175484,0.433937192024057,2
antioxidant,-0.149597994849497,-0.08025650806590824,-0.20088100882734977,-0.13771001907459532,0.2045798828084173,0.10933054561665283,2
antithyroid agent,-0.6049054716903274,-0.4190346320359739,-0.5093364561793636,-0.6541119711405383,-0.5970631257328857,-0.22382945193866186,2
antiviral,-0.18753113626092796,-0.22058786150657275,-0.08543583509215567,-0.14919576692351827,-0.23064445585823454,-0.009079025962170622,2
aromatase inhibitor,0.21019257070869896,0.20395143767165447,0.025219849789487304,0.05850429124420043,0.22225073942805612,0.1141863444929761,5
atp channel blocker,-0.016509165982455963,0.1404964183819205,0.15008437387732684,-0.08097094742689122,-0.0985363364068941,-0.054375160106855246,3
atpase inhibitor,-0.043696260860966916,0.05525896254031865,0.004068745801841656,0.019313388200117975,0.012606951573031752,-0.022070534227499203,5
aurora kinase inhibitor,0.1482027603226025,0.553757582257556,0.732451569527135,0.9038456380302871,0.8687466620088484,0.811528379162938,5
bacterial 30s ribosomal subunit inhibitor,-0.01917122813586736,-0.009675699332891897,-0.11613020389527101,-0.22064613863884347,-0.05542925132597485,0.12924852849416185,5
bacterial 50s ribosomal subunit inhibitor,0.0136729002248078,0.06038300184833273,0.001933826330539159,0.050811005924459654,-0.027628105242308323,-0.11012875540471719,7
bacterial antifolate,-0.6537509333976418,-0.3863444816167548,-0.05626748812891783,-0.24585283174788763,0.01927688921387538,0.19908256192898777,2
bacterial cell wall synthesis inhibitor,0.09051508361290059,0.0184703084712657,0.08887011244613326,-0.002330355656660933,0.046315471754258784,0.11681504421569336,14
bacterial dna gyrase inhibitor,0.1325571112269022,0.08932007115674974,0.15936495793549954,0.09202107363124153,-0.00229490286416501,0.1753730568358184,11
