moa,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,moa_size
5 alpha reductase inhibitor,-0.6466610280785785,-0.7195577378395419,-0.712814333280482,-0.18290716199230497,0.06489152960091683,0.4911192520702422,2
acat inhibitor,-0.32100528791457,-0.027422218905260358,-0.10235155035201766,-0.31144464935924715,-0.3862613247881079,0.13174011610602532,3
acetylcholine receptor agonist,0.25328385087129135,0.11133827910508791,0.20604129635965607,0.10848091371603259,-0.019753601539920833,0.05334596201936584,9
acetylcholine receptor antagonist,0.03617539965340655,0.08853615726330254,0.15524819476768192,0.08783284635271366,0.04484118175572116,0.06375614483527914,21
acetylcholine release stimulant,0.12425547776210782,-0.659172904514338,-0.2725976984636953,-0.5088020414188092,-0.25536694121541365,-0.35040943090245036,2
acetylcholinesterase inhibitor,-0.2547913624238176,-0.12264812975835816,-0.40430266577383167,-0.38895631915283935,-0.3069779888122081,-0.3142048239355325,3
adenosine receptor agonist,-0.2847975655008776,-0.15166862772914527,-0.27913023402012244,0.2784213586129586,0.19394857843832666,0.29628922472663344,3
adenosine receptor antagonist,0.26185658374571275,0.22347130568039464,0.33493635128154337,-0.08924397564388217,-0.18477556775506676,-0.10160523707443825,5
adrenergic inhibitor,-0.4483576310365258,-0.20530794244212083,0.004063432721648739,0.06275639327943594,-0.1876315650391239,-0.11946125023991722,2
adrenergic receptor agonist,0.02052144790388847,0.0629243474947079,0.11880898304283152,0.02262626599795827,0.029675576288112068,-0.00794366604635896,21
adrenergic receptor antagonist,0.07061037721940812,0.0943929190345453,0.09374357091396639,0.09377828589231124,0.06742995112642873,0.037249394295950755,34
adrenergic receptor antagonist|calcium channel blocker,-0.3913060119777802,0.12535901351603204,0.6215967221049293,-0.015544187883693696,0.1665426607584444,-0.10784653086656708,2
akt inhibitor,-0.005549500833103847,0.02226342771468071,0.29740967290590514,0.153547575932061,0.2391828628174209,0.23622953054111417,7
alcohol dehydrogenase inhibitor,-0.5068508118242332,-0.47927243191218893,0.048191065900044225,0.1590800530738611,0.19750908903779982,0.4179668928147227,2
aldose reductase inhibitor,0.8110866511450657,0.6700780808847869,0.8371950965093088,0.7757506974984631,0.6843202345486358,0.6250470794077313,2
alk tyrosine kinase receptor inhibitor,0.1587982208239306,0.11739810124645689,0.08494744074392419,0.14944823628016318,0.4769556521714942,0.487110395300126,4
ampk activator,-0.2119954217395716,-0.6641122228434572,-0.16539389999398893,0.03661651557398021,-0.285910399915171,-0.6277061132298004,2
androgen receptor agonist,0.29775526496596655,0.33928234401993745,0.3038993710691824,0.5011920617635117,0.5579103140759779,0.3267786558516157,3
androgen receptor antagonist,0.1435211780839446,0.18745031279641947,-0.09857974570165703,-0.05713696004717676,-0.22399817523831778,-0.07313066239405394,6
androgen receptor modulator,-0.1335487479394588,0.005580544034893003,0.12314582238059077,0.06158543032346213,0.18749671070016885,0.14966097445080057,5
angiogenesis inhibitor,0.6245507219769735,0.28674427467113955,-0.14127972539562,0.14753754530610655,0.15869240689660916,0.38142481620254853,3
angiotensin converting enzyme inhibitor,-0.06199171624955841,0.08957899743810135,0.16903846742271883,0.308590232518032,0.2950995216982391,0.2048394628313143,10
angiotensin receptor antagonist,0.17205945418650556,0.08745392893999705,0.11726819824255422,-0.10055249110567763,0.0082490354632419,-0.14861404343266602,6
anthelmintic agent,0.908663111719365,0.39272020228150845,0.7650462449130596,0.7865209082640008,0.6345259374852225,-0.017800772742066043,2
antimalarial agent,-0.1693445600683173,-0.06225152225736372,-0.4419345811810325,-0.4232308852041313,0.39176709810041194,0.46184962962344817,2
antioxidant,-0.5311860116439823,-0.1911836194259233,-0.4134196757153706,-0.30616574733170326,0.1115452337836823,-0.31297967449144504,2
antithyroid agent,-0.44260128679078387,-0.21383714558315878,-0.28304274234539584,-0.5485708722416474,-0.5081353772889493,-0.14554110025340822,2
antiviral,-0.40036016790032797,-0.43098278437492177,-0.22350471072242203,-0.37516388084528746,-0.3432368935657679,0.0014238704419205616,2
aromatase inhibitor,0.24651671483138252,0.3119254938657826,-0.04678433041538363,0.008217769729540275,0.12681120114381403,0.20064350665787667,5
atp channel blocker,0.03442802344373698,0.20966589614991976,-0.13719070150403756,-0.3860243283013305,-0.09881902588933564,-0.023826714399761893,3
atpase inhibitor,-0.1064863045516121,0.05608087922358616,-0.041926236234314976,0.0032745014589748507,-0.04368056656624914,-0.08282888130425954,5
aurora kinase inhibitor,-0.05882731245427665,0.5480891462841343,0.7439878831373662,0.9026835679654186,0.8842658254960376,0.8053751972988856,5
bacterial 30s ribosomal subunit inhibitor,0.07779815799209455,0.014716480435272423,0.23747913728491987,0.05997413066517571,0.03192070075299236,0.09835187302329075,5
bacterial 50s ribosomal subunit inhibitor,-0.09142078281163508,-0.01741089683142373,0.026174871140114436,-0.01453678591595526,-0.0012622010075132336,-0.03591375775732339,7
bacterial antifolate,-0.40381230545842967,-0.10582099270988221,-0.3843742541703871,0.08265046634343906,0.4801675665300877,0.5698263416588085,2
bacterial cell wall synthesis inhibitor,-0.01725857373734002,-0.020137080218222598,0.07007730202309324,0.03631976723161956,-0.004710889452012092,0.04199677885056704,14
bacterial dna gyrase inhibitor,0.1567870842478004,0.03598535840114601,0.13787988283694808,0.026358683966224327,-0.06252278865866108,0.21085299263697535,11
bcl inhibitor,0.03932672969883087,0.35316515484048633,0.17177861412688214,0.4593785924127355,0.38695452245915923,0.4232291723545595,3
